prefecture	town	name	party	age	gender	is_elected	town_name	is_male
山梨県	忍野村議会議員選挙	田邉 ひろや	無所属		男	Y	忍野村	1
山梨県	忍野村議会議員選挙	三浦 てつろう	無所属		男	Y	忍野村	1
山梨県	忍野村議会議員選挙	大森 ひろよし	無所属		男	Y	忍野村	1
山梨県	忍野村議会議員選挙	櫻井 をさみ	無所属		女	Y	忍野村	0
山梨県	忍野村議会議員選挙	湯山 なかば	無所属		男	Y	忍野村	1
山梨県	忍野村議会議員選挙	渡邉 ひさゆき	無所属		男	Y	忍野村	1
山梨県	忍野村議会議員選挙	天野 あきひろ	日本共産党		男	Y	忍野村	1
山梨県	忍野村議会議員選挙	堀内 よしろう	無所属		男	Y	忍野村	1
山梨県	忍野村議会議員選挙	天野 えいさく	無所属		男	N	忍野村	1
山梨県	山中湖村議会議員選挙	おさだ かずひこ	無所属	60	男	Y	山中湖村	1
山梨県	山中湖村議会議員選挙	高村 まさひと	無所属	56	男	Y	山中湖村	1
山梨県	山中湖村議会議員選挙	高村 清	無所属	63	男	Y	山中湖村	1
山梨県	山中湖村議会議員選挙	羽田 えいじ	無所属	60	男	Y	山中湖村	1
山梨県	山中湖村議会議員選挙	羽田 やすひこ	無所属	67	男	Y	山中湖村	1
山梨県	山中湖村議会議員選挙	堀内 やすお	無所属	71	男	Y	山中湖村	1
山梨県	山中湖村議会議員選挙	高村 りさぶろう	無所属	65	男	Y	山中湖村	1
山梨県	山中湖村議会議員選挙	はだ まさお	無所属	66	男	Y	山中湖村	1
山梨県	山中湖村議会議員選挙	高村 たかよし	無所属	69	男	Y	山中湖村	1
山梨県	山中湖村議会議員選挙	河内 たけお	無所属	68	男	Y	山中湖村	1
山梨県	山中湖村議会議員選挙	ひぐち 重喜	無所属	68	男	Y	山中湖村	1
山梨県	山中湖村議会議員選挙	椙浦 かずあき	無所属	67	男	Y	山中湖村	1
山梨県	山中湖村議会議員選挙	高村 ふみと	無所属	66	男	N	山中湖村	1
山梨県	山中湖村議会議員選挙	竹村 修	無所属	71	男	N	山中湖村	1
山梨県	鳴沢村議会議員選挙	三浦 ゆういちろう	無所属	45	男	Y	鳴沢村	1
山梨県	鳴沢村議会議員選挙	三浦 直樹	無所属	53	男	Y	鳴沢村	1
山梨県	鳴沢村議会議員選挙	わたなべ あきお	無所属	68	男	Y	鳴沢村	1
山梨県	鳴沢村議会議員選挙	渡辺 次男	無所属	66	男	Y	鳴沢村	1
山梨県	鳴沢村議会議員選挙	渡辺 正人	無所属	58	男	Y	鳴沢村	1
山梨県	鳴沢村議会議員選挙	小林 昭一	無所属	60	男	Y	鳴沢村	1
山梨県	鳴沢村議会議員選挙	渡辺 宗司	無所属	64	男	Y	鳴沢村	1
山梨県	鳴沢村議会議員選挙	小林 清一	無所属	71	男	Y	鳴沢村	1
山梨県	鳴沢村議会議員選挙	土屋 文明	無所属	65	男	Y	鳴沢村	1
山梨県	鳴沢村議会議員選挙	佐藤 博水	無所属	72	男	Y	鳴沢村	1
山梨県	鳴沢村議会議員選挙	栗原 康二	無所属	70	男	N	鳴沢村	1
山梨県	富士河口湖町議会議員選挙	外川 満		50	男	Y	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	倉沢 鶴義	無所属	74	男	Y	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	渡辺 英之		62	男	Y	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	佐藤 安子	公明党	63	女	Y	富士河口湖町	0
山梨県	富士河口湖町議会議員選挙	三浦 康夫	無所属	69	男	Y	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	古屋 幹吉		55	男	Y	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	本庄 久		63	男	Y	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	中野 貴民	無所属	62	男	Y	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	小佐野 快	無所属	67	男	Y	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	半田 幸久		70	男	Y	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	堀内 昭登	無所属	68	男	Y	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	山下 利夫	日本共産党	39	男	Y	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	渡辺 美雄	無所属	60	男	Y	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	梶原 義美		68	男	Y	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	渡辺 武則	無所属	58	男	Y	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	井出 総一	無所属	73	男	Y	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	井出 正広	無所属	68	男	N	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	外川 正純	無所属	68	男	N	富士河口湖町	1
山梨県	富士河口湖町議会議員選挙	渡辺 正己		60	男	N	富士河口湖町	1
山梨県	小菅村議会議員選挙	古家 清光			男	Y	小菅村	1
山梨県	小菅村議会議員選挙	古家 靜男			男	Y	小菅村	1
山梨県	小菅村議会議員選挙	木下 よしみつ			男	Y	小菅村	1
山梨県	小菅村議会議員選挙	舩木 よしやす			男	Y	小菅村	1
山梨県	小菅村議会議員選挙	奥秋 利一			男	Y	小菅村	1
山梨県	小菅村議会議員選挙	舩木 直光			男	Y	小菅村	1
山梨県	小菅村議会議員選挙	加藤 かずひこ			男	Y	小菅村	1
山梨県	小菅村議会議員選挙	古菅 たつみ			男	Y	小菅村	1
山梨県	丹波山村議会議員選挙	守屋 保志	無所属	58	男	Y	丹波山村	1
山梨県	丹波山村議会議員選挙	酒井 隆幸	無所属	37	男	Y	丹波山村	1
山梨県	丹波山村議会議員選挙	広瀬 直照	無所属	59	男	Y	丹波山村	1
山梨県	丹波山村議会議員選挙	守屋 旭	無所属	38	男	Y	丹波山村	1
山梨県	丹波山村議会議員選挙	白木 昭一	無所属	66	男	Y	丹波山村	1
山梨県	丹波山村議会議員選挙	嶋﨑 義人	無所属	63	男	Y	丹波山村	1
山梨県	丹波山村議会議員選挙	木下 修一	無所属	64	男	N	丹波山村	1
